type,circuit,level,name,comment,qq,zz,pbsb,id,*name,part,type,divisor/values,unit,comment
*r,
*w,
r,,,ActualWeekday,Actual Weekday,,,b509,0d5f00,value,,BDY,,,current day of week
r,,,Date,date,,,b509,0d6100,value,,HDA,,,current date
w,,,Date,date,,,b509,0e6100,value,,HDA,,,current date
r,,,Time,time,,,b509,0d6000,value,,HTI,,,current time
w,,,Time,time,,,b509,0e6000,value,,HTI,,,current time
r,,,RoomTemp,RaumtemperaturIst,,,b509,0d0000,temp,,D2C,,°C,raw value current room temperature and sensorstate (without any correction),sensor,,UCH,0=ok;85=circuit;170=cutoff,,sensor status
r,,,RoomTempCorrection,RoomTempCorrection,,,b509,0d5700,value,,SCH,2,K,room temperature correction
w,,,RoomTempCorrection,RoomTempCorrection,,,b509,0e5700,value,,SCH,2,K,room temperature correction
r,,,DisplayedHc1RoomTempDesired,DisplayedHK1RoomSetpoint,,,b509,0d9600,value,,D1C,,°C,"0= >5°C, currently displayed room temperature setpoint"
r,,,Hc1OPMode,HC1_OPMode,,,b509,0d2f00,value,,UCH,2=auto;3=on;4=night;5=summer,,operation mode of the first heating circuit
w,,,Hc1OPMode,HC1_OPMode,,,b509,0e2f00,value,,UCH,2=auto;3=on;4=night;5=summer,,operation mode of the first heating circuit
r,,,Hc1DayTemp,HC1_DaySetTemp,,,b509,0d2700,value,,D1C,,°C,day setpoint
w,,,Hc1DayTemp,HC1_DaySetTemp,,,b509,0e2700,value,,D1C,,°C,day setpoint
r,,,Hc1NightTemp,HC1_NightSetTemp,,,b509,0d3000,value,,D1C,,°C,lowering temperature setpoint of the first heating circuit
w,,,Hc1NightTemp,HC1_NightSetTemp,,,b509,0e3000,value,,D1C,,°C,lowering temperature setpoint of the first heating circuit
r,,,Hc1QuickVetoTemp,HC1_QuickVetoTemp,,,b509,0d3c00,value,,D1C,,°C,manual override setpoint of the first heating circuit
r,,,Hc1HolidayRoomTemp,HC1_HolidayRoomSetTemp,,,b509,0d4000,value,,D1C,,,"4.5=frostprotect, room setpoint during holidays"
w,,,Hc1HolidayRoomTemp,HC1_HolidayRoomSetTemp,,,b509,0e4000,value,,D1C,,,"4.5=frostprotect, room setpoint during holidays"
r,,,Hc1SFMode,HC1_SFMode,,,b509,0d5d00,value,,UCH,0=none;1=party;2=onedaybankholiday;3=onedayholiday;4=holiday;5=bankholiday;6=quickveto;7=onetimeventilation;8=onetimewater,,activated special function of first heating circuit
r,,,Hc1HolidayStartPeriod,HC1HolidayStartPeriod,,,b509,0d1100,value,,HDA,,,first heating circuit's start date of holidays
w,,,Hc1HolidayStartPeriod,HC1HolidayStartPeriod,,,b509,0e1100,value,,HDA,,,first heating circuit's start date of holidays
r,,,Hc1HolidayEndPeriod,HC1HolidayEndPeriod,,,b509,0d1200,value,,HDA,,,first heating circuit's end date of holidays
w,,,Hc1HolidayEndPeriod,HC1HolidayEndPeriod,,,b509,0e1200,value,,HDA,,,first heating circuit's end date of holidays
r,,,Hc1BankHolidayStartPeriod,HC1BankHolidayStartPeriod,,,b509,0d2100,value,,HDA,,,first heating circuit's start date of bank holidays
w,,,Hc1BankHolidayStartPeriod,HC1BankHolidayStartPeriod,,,b509,0e2100,value,,HDA,,,first heating circuit's start date of bank holidays
